Municipio;Microrregiao;Mesorregiao;Uf_nome;Uf;Regiao
Manaíra;Serra do Teixeira;Sertão Paraibano;Paraíba;PB;Nordeste
Marcação;Litoral Norte;Mata Paraibana;Paraíba;PB;Nordeste
Mari;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
Marizópolis;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Massaranduba;Campina Grande;Agreste Paraibano;Paraíba;PB;Nordeste
Mataraca;Litoral Norte;Mata Paraibana;Paraíba;PB;Nordeste
Matinhas;Brejo Paraibano;Agreste Paraibano;Paraíba;PB;Nordeste
Mato Grosso;Catolé do Rocha;Sertão Paraibano;Paraíba;PB;Nordeste
Maturéia;Serra do Teixeira;Sertão Paraibano;Paraíba;PB;Nordeste
Mogeiro;Itabaiana;Agreste Paraibano;Paraíba;PB;Nordeste
Montadas;Esperança;Agreste Paraibano;Paraíba;PB;Nordeste
Monte Horebe;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Monteiro;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Mulungu;Guarabira;Agreste Paraibano;Paraíba;PB;Nordeste
Natuba;Umbuzeiro;Agreste Paraibano;Paraíba;PB;Nordeste
Nazarezinho;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Nova Floresta;Curimataú Ocidental;Agreste Paraibano;Paraíba;PB;Nordeste
Nova Olinda;Piancó;Sertão Paraibano;Paraíba;PB;Nordeste
Nova Palmeira;Seridó Oriental Paraibano;Borborema;Paraíba;PB;Nordeste
Olho d'Água;Piancó;Sertão Paraibano;Paraíba;PB;Nordeste
Olivedos;Curimataú Ocidental;Agreste Paraibano;Paraíba;PB;Nordeste
Ouro Velho;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Parari;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Passagem;Patos;Sertão Paraibano;Paraíba;PB;Nordeste
Patos;Patos;Sertão Paraibano;Paraíba;PB;Nordeste
Paulista;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Pedra Branca;Itaporanga;Sertão Paraibano;Paraíba;PB;Nordeste
Pedra Lavrada;Seridó Oriental Paraibano;Borborema;Paraíba;PB;Nordeste
Pedras de Fogo;Litoral Sul;Mata Paraibana;Paraíba;PB;Nordeste
Piancó;Piancó;Sertão Paraibano;Paraíba;PB;Nordeste
Picuí;Seridó Oriental Paraibano;Borborema;Paraíba;PB;Nordeste
Pilar;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
Pilões;Brejo Paraibano;Agreste Paraibano;Paraíba;PB;Nordeste
Pilõezinhos;Guarabira;Agreste Paraibano;Paraíba;PB;Nordeste
Pirpirituba;Guarabira;Agreste Paraibano;Paraíba;PB;Nordeste
Pitimbu;Litoral Sul;Mata Paraibana;Paraíba;PB;Nordeste
Pocinhos;Curimataú Ocidental;Agreste Paraibano;Paraíba;PB;Nordeste
Poço Dantas;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Poço de José de Moura;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Pombal;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Prata;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Princesa Isabel;Serra do Teixeira;Sertão Paraibano;Paraíba;PB;Nordeste
Puxinanã;Campina Grande;Agreste Paraibano;Paraíba;PB;Nordeste
Queimadas;Campina Grande;Agreste Paraibano;Paraíba;PB;Nordeste
Quixaba;Patos;Sertão Paraibano;Paraíba;PB;Nordeste
Remígio;Curimataú Ocidental;Agreste Paraibano;Paraíba;PB;Nordeste
Pedro Régis;Litoral Norte;Mata Paraibana;Paraíba;PB;Nordeste
Riachão;Curimataú Oriental;Agreste Paraibano;Paraíba;PB;Nordeste
Riachão do Bacamarte;Itabaiana;Agreste Paraibano;Paraíba;PB;Nordeste
Riachão do Poço;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
Riacho de Santo Antônio;Cariri Oriental;Borborema;Paraíba;PB;Nordeste
Riacho dos Cavalos;Catolé do Rocha;Sertão Paraibano;Paraíba;PB;Nordeste
Rio Tinto;Litoral Norte;Mata Paraibana;Paraíba;PB;Nordeste
Salgadinho;Seridó Ocidental Paraibano;Borborema;Paraíba;PB;Nordeste
Salgado de São Félix;Itabaiana;Agreste Paraibano;Paraíba;PB;Nordeste
Santa Cecília;Umbuzeiro;Agreste Paraibano;Paraíba;PB;Nordeste
Santa Cruz;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Santa Helena;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Santa Inês;Itaporanga;Sertão Paraibano;Paraíba;PB;Nordeste
Santa Luzia;Seridó Ocidental Paraibano;Borborema;Paraíba;PB;Nordeste
Santana de Mangueira;Itaporanga;Sertão Paraibano;Paraíba;PB;Nordeste
Santana dos Garrotes;Piancó;Sertão Paraibano;Paraíba;PB;Nordeste
Joca Claudino;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Santa Rita;João Pessoa;Mata Paraibana;Paraíba;PB;Nordeste
Santa Teresinha;Patos;Sertão Paraibano;Paraíba;PB;Nordeste
Santo André;Cariri Oriental;Borborema;Paraíba;PB;Nordeste
São Bento;Catolé do Rocha;Sertão Paraibano;Paraíba;PB;Nordeste
São Bentinho;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
São Domingos do Cariri;Cariri Oriental;Borborema;Paraíba;PB;Nordeste
São Domingos;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
São Francisco;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
São João do Cariri;Cariri Oriental;Borborema;Paraíba;PB;Nordeste
São João do Tigre;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
São José da Lagoa Tapada;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
São José de Caiana;Itaporanga;Sertão Paraibano;Paraíba;PB;Nordeste
São José de Espinharas;Patos;Sertão Paraibano;Paraíba;PB;Nordeste
São José dos Ramos;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
São José de Piranhas;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
São José de Princesa;Serra do Teixeira;Sertão Paraibano;Paraíba;PB;Nordeste
São José do Bonfim;Patos;Sertão Paraibano;Paraíba;PB;Nordeste
São José do Brejo do Cruz;Catolé do Rocha;Sertão Paraibano;Paraíba;PB;Nordeste
São José do Sabugi;Seridó Ocidental Paraibano;Borborema;Paraíba;PB;Nordeste
São José dos Cordeiros;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
São Mamede;Seridó Ocidental Paraibano;Borborema;Paraíba;PB;Nordeste
São Miguel de Taipu;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
São Sebastião de Lagoa de Roça;Esperança;Agreste Paraibano;Paraíba;PB;Nordeste
São Sebastião do Umbuzeiro;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Sapé;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
São Vicente do Seridó;Seridó Oriental Paraibano;Borborema;Paraíba;PB;Nordeste
Serra Branca;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Serra da Raiz;Guarabira;Agreste Paraibano;Paraíba;PB;Nordeste
Serra Grande;Itaporanga;Sertão Paraibano;Paraíba;PB;Nordeste
Serra Redonda;Campina Grande;Agreste Paraibano;Paraíba;PB;Nordeste
Serraria;Brejo Paraibano;Agreste Paraibano;Paraíba;PB;Nordeste
Sertãozinho;Guarabira;Agreste Paraibano;Paraíba;PB;Nordeste
Sobrado;Sapé;Mata Paraibana;Paraíba;PB;Nordeste
Solânea;Curimataú Oriental;Agreste Paraibano;Paraíba;PB;Nordeste
Soledade;Curimataú Ocidental;Agreste Paraibano;Paraíba;PB;Nordeste
Sossêgo;Curimataú Ocidental;Agreste Paraibano;Paraíba;PB;Nordeste
Sousa;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Sumé;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Tacima;Curimataú Oriental;Agreste Paraibano;Paraíba;PB;Nordeste
Taperoá;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Tavares;Serra do Teixeira;Sertão Paraibano;Paraíba;PB;Nordeste
Teixeira;Serra do Teixeira;Sertão Paraibano;Paraíba;PB;Nordeste
Tenório;Seridó Oriental Paraibano;Borborema;Paraíba;PB;Nordeste
Triunfo;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Uiraúna;Cajazeiras;Sertão Paraibano;Paraíba;PB;Nordeste
Umbuzeiro;Umbuzeiro;Agreste Paraibano;Paraíba;PB;Nordeste
Várzea;Seridó Ocidental Paraibano;Borborema;Paraíba;PB;Nordeste
Vieirópolis;Sousa;Sertão Paraibano;Paraíba;PB;Nordeste
Zabelê;Cariri Ocidental;Borborema;Paraíba;PB;Nordeste
Abreu e Lima;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Afogados da Ingazeira;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Afrânio;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Agrestina;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Água Preta;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Águas Belas;Vale do Ipanema;Agreste Pernambucano;Pernambuco;PE;Nordeste
Alagoinha;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Aliança;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Altinho;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Amaraji;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Angelim;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Araçoiaba;Itamaracá;Metropolitana de Recife;Pernambuco;PE;Nordeste
Araripina;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Arcoverde;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Barra de Guabiraba;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Barreiros;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Belém de Maria;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Belém do São Francisco;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Belo Jardim;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Betânia;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Bezerros;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Bodocó;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Bom Conselho;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Bom Jardim;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Bonito;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Brejão;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Brejinho;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Brejo da Madre de Deus;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Buenos Aires;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Buíque;Vale do Ipanema;Agreste Pernambucano;Pernambuco;PE;Nordeste
Cabo de Santo Agostinho;Suape;Metropolitana de Recife;Pernambuco;PE;Nordeste
Cabrobó;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Cachoeirinha;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Caetés;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Calçado;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Calumbi;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Camaragibe;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Camocim de São Félix;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Camutanga;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Canhotinho;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Capoeiras;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Carnaíba;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Carnaubeira da Penha;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Carpina;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Caruaru;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Casinhas;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Catende;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Cedro;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
Chã de Alegria;Vitória de Santo Antão;Mata Pernambucana;Pernambuco;PE;Nordeste
Chã Grande;Vitória de Santo Antão;Mata Pernambucana;Pernambuco;PE;Nordeste
Condado;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Correntes;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Cortês;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Cumaru;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Cupira;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Custódia;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Dormentes;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Escada;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Exu;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Feira Nova;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Fernando de Noronha;Fernando de Noronha;Metropolitana de Recife;Pernambuco;PE;Nordeste
Ferreiros;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Flores;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Floresta;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Frei Miguelinho;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Gameleira;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Garanhuns;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Glória do Goitá;Vitória de Santo Antão;Mata Pernambucana;Pernambuco;PE;Nordeste
Goiana;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Granito;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Gravatá;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Iati;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Ibimirim;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Ibirajuba;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Igarassu;Itamaracá;Metropolitana de Recife;Pernambuco;PE;Nordeste
Iguaracy;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Inajá;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Ingazeira;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Ipojuca;Suape;Metropolitana de Recife;Pernambuco;PE;Nordeste
Ipubi;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Itacuruba;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Itaíba;Vale do Ipanema;Agreste Pernambucano;Pernambuco;PE;Nordeste
Ilha de Itamaracá;Itamaracá;Metropolitana de Recife;Pernambuco;PE;Nordeste
Itambé;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Itapetim;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Itapissuma;Itamaracá;Metropolitana de Recife;Pernambuco;PE;Nordeste
Itaquitinga;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Jaboatão dos Guararapes;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Jaqueira;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Jataúba;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Jatobá;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
João Alfredo;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Joaquim Nabuco;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Jucati;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Jupi;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Jurema;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Lagoa do Carro;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Lagoa de Itaenga;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Lagoa do Ouro;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Lagoa dos Gatos;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Lagoa Grande;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Lajedo;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Limoeiro;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Macaparana;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Machados;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Manari;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Maraial;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Mirandiba;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
Moreno;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Nazaré da Mata;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Olinda;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Orobó;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Orocó;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Ouricuri;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Palmares;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Palmeirina;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Panelas;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Paranatama;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Parnamirim;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
Passira;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Paudalho;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Paulista;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Pedra;Vale do Ipanema;Agreste Pernambucano;Pernambuco;PE;Nordeste
Pesqueira;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Petrolândia;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Petrolina;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Poção;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Pombos;Vitória de Santo Antão;Mata Pernambucana;Pernambuco;PE;Nordeste
Primavera;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Quipapá;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Quixaba;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Recife;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
Riacho das Almas;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Ribeirão;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Rio Formoso;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Sairé;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
Salgadinho;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Salgueiro;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
Saloá;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Sanharó;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Santa Cruz;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Santa Cruz da Baixa Verde;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Santa Cruz do Capibaribe;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Santa Filomena;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Santa Maria da Boa Vista;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Santa Maria do Cambucá;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Santa Terezinha;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
São Benedito do Sul;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
São Bento do Una;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
São Caitano;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
São João;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
São Joaquim do Monte;Brejo Pernambucano;Agreste Pernambucano;Pernambuco;PE;Nordeste
São José da Coroa Grande;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
São José do Belmonte;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
São José do Egito;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
São Lourenço da Mata;Recife;Metropolitana de Recife;Pernambuco;PE;Nordeste
São Vicente Férrer;Médio Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Serra Talhada;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Serrita;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
Sertânia;Sertão do Moxotó;Sertão Pernambucano;Pernambuco;PE;Nordeste
Sirinhaém;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Moreilândia;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Solidão;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Surubim;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Tabira;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Tacaimbó;Vale do Ipojuca;Agreste Pernambucano;Pernambuco;PE;Nordeste
Tacaratu;Itaparica;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Tamandaré;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Taquaritinga do Norte;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Terezinha;Garanhuns;Agreste Pernambucano;Pernambuco;PE;Nordeste
Terra Nova;Petrolina;São Francisco Pernambucano;Pernambuco;PE;Nordeste
Timbaúba;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Toritama;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Tracunhaém;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Trindade;Araripina;Sertão Pernambucano;Pernambuco;PE;Nordeste
Triunfo;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Tupanatinga;Vale do Ipanema;Agreste Pernambucano;Pernambuco;PE;Nordeste
Tuparetama;Pajeú;Sertão Pernambucano;Pernambuco;PE;Nordeste
Venturosa;Vale do Ipanema;Agreste Pernambucano;Pernambuco;PE;Nordeste
Verdejante;Salgueiro;Sertão Pernambucano;Pernambuco;PE;Nordeste
Vertente do Lério;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Vertentes;Alto Capibaribe;Agreste Pernambucano;Pernambuco;PE;Nordeste
Vicência;Mata Setentrional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Vitória de Santo Antão;Vitória de Santo Antão;Mata Pernambucana;Pernambuco;PE;Nordeste
Xexéu;Mata Meridional Pernambucana;Mata Pernambucana;Pernambuco;PE;Nordeste
Água Branca;Serrana do Sertão Alagoano;Sertão Alagoano;Alagoas;AL;Nordeste
Anadia;São Miguel dos Campos;Leste Alagoano;Alagoas;AL;Nordeste
Arapiraca;Arapiraca;Agreste Alagoano;Alagoas;AL;Nordeste
Atalaia;Mata Alagoana;Leste Alagoano;Alagoas;AL;Nordeste
Barra de Santo Antônio;Maceió;Leste Alagoano;Alagoas;AL;Nordeste
Barra de São Miguel;Maceió;Leste Alagoano;Alagoas;AL;Nordeste
Batalha;Batalha;Sertão Alagoano;Alagoas;AL;Nordeste
Belém;Palmeira dos Índios;Agreste Alagoano;Alagoas;AL;Nordeste
Belo Monte;Batalha;Sertão Alagoano;Alagoas;AL;Nordeste
Boca da Mata;São Miguel dos Campos;Leste Alagoano;Alagoas;AL;Nordeste
Branquinha;Mata Alagoana;Leste Alagoano;Alagoas;AL;Nordeste
Cacimbinhas;Palmeira dos Índios;Agreste Alagoano;Alagoas;AL;Nordeste
Cajueiro;Mata Alagoana;Leste Alagoano;Alagoas;AL;Nordeste
Campestre;Mata Alagoana;Leste Alagoano;Alagoas;AL;Nordeste
Campo Alegre;São Miguel dos Campos;Leste Alagoano;Alagoas;AL;Nordeste
Campo Grande;Arapiraca;Agreste Alagoano;Alagoas;AL;Nordeste
Canapi;Serrana do Sertão Alagoano;Sertão Alagoano;Alagoas;AL;Nordeste
Capela;Mata Alagoana;Leste Alagoano;Alagoas;AL;Nordeste
Carneiros;Santana do Ipanema;Sertão Alagoano;Alagoas;AL;Nordeste
Chã Preta;Serrana dos Quilombos;Leste Alagoano;Alagoas;AL;Nordeste
Coité do Nóia;Arapiraca;Agreste Alagoano;Alagoas;AL;Nordeste
Colônia Leopoldina;Mata Alagoana;Leste Alagoano;Alagoas;AL;Nordeste
Coqueiro Seco;Maceió;Leste Alagoano;Alagoas;AL;Nordeste
Coruripe;São Miguel dos Campos;Leste Alagoano;Alagoas;AL;Nordeste
Craíbas;Arapiraca;Agreste Alagoano;Alagoas;AL;Nordeste
Delmiro Gouveia;Alagoana do Sertão do São Francisco;Sertão Alagoano;Alagoas;AL;Nordeste
Dois Riachos;Santana do Ipanema;Sertão Alagoano;Alagoas;AL;Nordeste
Estrela de Alagoas;Palmeira dos Índios;Agreste Alagoano;Alagoas;AL;Nordeste
Feira Grande;Arapiraca;Agreste Alagoano;Alagoas;AL;Nordeste
